Expected_Runs,Temp,Humidity,Rain,pitcher_SO,pitcher_DRA,pitcher_ERA,pitcher_PPF,pitcher_VORP,pitcher_FIP,pitcher_PVORP,pitcher_PWARP,pitcher_BASES_VS_AB,pitcher_hit_mult,def_H,def_HR,def_GB%,def_FB%,def_LD%,def_POP%,def_DP%,R_batter,TB_batter,SO_batter,RBI_batter,DP_batter,FB%_batter,GB%_batter,LD%_batter,POP%_batter,ISO_batter,AVG_batter,OBP_batter,SLG_batter,TAV_batter,BASES_VS_AB_batter,SDTHB_BAT,bat_SO,bat_RBI,bat_DP,bat_FB%,bat_GB%,bat_LD%,bat_POP%,bat_ISO,bat_AVG,bat_OBP,bat_SLG,bat_TAV,batter_BASES_VS_AB,hit_mult,H_SIDE_pit,1B_SIDE_pit,2B_SIDE_pit,3B_SIDE_pit,HR_SIDE_pit,TB_SIDE_pit,SO_SIDE_pit,BB_SIDE_pit,HBP_SIDE_pit,SF_SIDE_pit,SH_SIDE_pit,DP_SIDE_pit,FB%_SIDE_pit,GB%_SIDE_pit,LD%_SIDE_pit,POP%_SIDE_pit,ISO_SIDE_pit,AVG_SIDE_pit,OBP_SIDE_pit,SLG_SIDE_pit,TAV_SIDE_pit,DRA_SIDE_pit,DRA-_SIDE_pit,CFIP_SIDE_pit,BASES_VS_AB_pit,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA
3.9,5.0,53.0,59.0,0.21,3.84,2.96,107.0,25.5,3.81,25.6,2.66,0.41,0.41,1122.0,150.0,47.02,20.92,25.74,6.32,13.57,0.03,0.1,0.06,0.03,0.01,21.12,44.4,25.85,7.64,0.14,0.24,0.3,0.38,0.24,0.43,0.44,0.19,0.07,0.01,20.75,48.18,25.82,5.24,0.17,0.23,0.3,0.39,0.24,0.44,0.44,29.0,18.5,6.0,0.5,4.0,48.0,27.5,10.5,0.5,1.5,0.5,4.5,22.12,48.6,20.56,8.73,0.14,0.22,0.29,0.36,0.23,3.18,72.5,91.5,0.41,2.9,1.13,0.83,0.34,0.08,0.03,0.05,0.08,0.44,0.1,0.23,28.45,27.48,31.04,1.42,1.27,0.15,1.34,1.26
3.6,7.0,25.0,0.0,0.23,5.57,4.72,108.0,-3.6,5.24,-3.4,-0.35,0.5,0.5,1252.0,181.0,44.15,23.09,25.61,7.15,13.24,0.04,0.12,0.07,0.04,0.01,19.81,45.8,26.82,7.57,0.15,0.27,0.34,0.43,0.28,0.46,0.42,0.2,0.08,0.01,24.4,43.89,23.49,8.22,0.16,0.23,0.31,0.39,0.24,0.43,0.43,34.6,19.2,6.0,0.6,8.8,68.2,42.2,15.4,5.8,1.2,0.0,5.2,24.86,45.82,20.87,8.45,0.19,0.24,0.33,0.43,0.26,7.23,164.4,118.0,0.46,2.97,1.44,0.75,0.44,0.07,0.04,0.04,0.1,0.54,0.11,0.26,37.9,37.54,39.0,1.73,1.67,0.06,1.72,1.59
4.9,7.0,25.0,0.0,0.21,6.21,4.95,103.0,-10.4,5.14,-11.1,-1.15,0.52,0.52,1223.0,188.0,45.12,22.78,25.36,6.74,11.58,0.09,0.29,0.2,0.09,0.02,21.59,48.99,23.35,5.77,0.17,0.23,0.3,0.4,0.25,0.45,0.45,0.15,0.06,0.01,21.53,46.22,26.62,5.63,0.12,0.25,0.32,0.37,0.25,0.41,0.41,33.0,21.0,4.22,1.0,6.78,59.56,30.78,12.89,0.56,0.56,1.33,5.0,23.6,40.49,28.13,7.79,0.22,0.27,0.34,0.49,0.29,5.15,117.44,108.22,0.52,3.92,1.85,0.95,0.59,0.1,0.05,0.05,0.11,0.63,0.13,0.33,47.7,47.7,46.35,2.09,2.1,-0.01,2.0,1.88
5.3,5.0,56.0,0.0,0.18,7.99,8.07,102.0,-9.7,7.31,-9.7,-1.01,0.57,0.57,1124.0,156.0,41.62,25.3,24.42,8.66,10.38,0.09,0.28,0.16,0.08,0.02,26.21,38.73,26.14,8.92,0.18,0.25,0.32,0.43,0.27,0.47,0.47,0.19,0.08,0.01,22.41,43.46,26.24,7.89,0.17,0.24,0.31,0.42,0.26,0.45,0.45,18.44,10.33,3.44,0.56,4.11,35.33,14.56,12.0,2.56,1.11,0.56,0.56,34.48,33.96,25.03,6.53,0.25,0.28,0.4,0.53,0.32,9.05,205.78,131.33,0.57,5.04,2.38,1.27,0.76,0.13,0.06,0.07,0.14,0.81,0.17,0.45,59.51,61.91,63.72,2.57,2.78,-0.2,2.79,2.57
5.0,3.0,81.0,33.0,0.21,5.64,5.13,101.0,-2.9,4.94,-3.6,-0.37,0.52,0.52,1264.0,172.0,43.82,23.06,26.19,6.94,12.02,0.09,0.28,0.16,0.08,0.02,25.42,41.3,24.86,8.41,0.19,0.24,0.32,0.43,0.26,0.48,0.48,0.08,0.03,0.01,22.82,45.12,25.44,6.62,0.13,0.23,0.3,0.36,0.24,0.39,0.4,38.56,23.67,7.89,0.89,6.11,66.56,28.56,10.89,0.0,0.44,2.11,1.11,26.89,32.28,31.72,9.11,0.22,0.3,0.36,0.53,0.3,4.97,113.22,109.11,0.55,3.3,1.61,0.85,0.39,0.08,0.04,0.04,0.1,0.58,0.13,0.29,39.89,39.89,41.56,1.76,1.72,0.04,1.83,1.77
3.7,3.0,57.0,0.0,0.28,3.49,3.55,106.0,29.9,3.14,29.6,3.07,0.41,0.41,1085.0,162.0,43.16,25.0,24.63,7.2,14.12,0.09,0.28,0.16,0.09,0.02,27.03,39.82,24.97,8.17,0.18,0.24,0.32,0.43,0.26,0.48,0.48,0.17,0.09,0.01,24.7,43.05,25.95,6.3,0.18,0.25,0.32,0.43,0.26,0.47,0.47,31.33,21.89,4.22,0.0,5.22,51.22,34.56,10.33,1.0,1.0,1.0,2.11,28.4,40.94,24.04,6.62,0.15,0.24,0.3,0.39,0.23,4.03,92.11,98.33,0.43,3.49,0.95,1.28,0.31,0.1,0.03,0.07,0.08,0.4,0.1,0.27,22.19,25.31,27.04,1.0,1.11,-0.11,1.18,1.13
4.1,4.0,65.0,79.0,0.2,4.67,3.95,99.0,16.5,3.98,11.2,1.16,0.42,0.42,1072.0,156.0,43.45,24.21,23.55,8.8,10.87,0.08,0.27,0.17,0.08,0.02,24.83,44.1,22.78,7.99,0.16,0.22,0.3,0.39,0.26,0.44,0.44,0.08,0.04,0.01,19.61,50.58,23.78,6.03,0.13,0.23,0.3,0.36,0.23,0.39,0.42,22.33,15.11,4.11,0.44,2.67,35.33,27.44,12.0,2.78,0.44,0.78,6.33,21.36,49.83,20.04,8.77,0.1,0.18,0.27,0.29,0.21,4.01,91.11,98.44,0.34,2.91,1.08,0.93,0.41,0.08,0.03,0.05,0.09,0.45,0.1,0.25,34.79,33.76,35.13,1.52,1.45,0.07,1.51,1.37
4.7,6.0,64.0,19.0,0.26,4.02,4.05,97.0,19.5,3.66,18.3,1.9,0.44,0.44,1096.0,133.0,46.55,21.91,23.86,7.68,13.77,0.15,0.42,0.3,0.15,0.02,23.01,43.59,24.72,8.38,0.16,0.24,0.31,0.4,0.26,0.45,0.45,0.19,0.07,0.02,20.82,48.56,24.27,6.35,0.15,0.23,0.3,0.39,0.25,0.42,0.42,33.43,19.14,6.43,1.43,6.43,62.0,39.29,11.0,0.29,0.29,0.57,2.0,27.37,39.17,23.19,10.26,0.22,0.26,0.32,0.48,0.28,3.38,76.71,91.86,0.52,4.03,1.62,1.11,0.52,0.1,0.04,0.06,0.11,0.61,0.14,0.33,43.54,41.75,43.99,1.88,1.86,0.01,1.91,1.79
4.5,6.0,18.0,0.0,0.18,4.97,4.99,96.0,4.3,4.26,4.2,0.44,0.5,0.5,1148.0,126.0,45.29,21.27,26.06,7.39,14.58,0.08,0.25,0.18,0.08,0.01,22.51,47.33,23.88,5.99,0.16,0.22,0.29,0.37,0.24,0.44,0.44,0.11,0.03,0.01,18.52,48.66,28.16,4.66,0.11,0.23,0.29,0.34,0.24,0.38,0.39,27.44,17.33,5.22,1.44,3.44,45.89,27.78,11.22,0.78,1.0,0.78,5.0,25.86,38.67,29.11,6.37,0.17,0.25,0.32,0.42,0.27,4.3,98.0,100.0,0.46,3.49,1.68,0.87,0.37,0.09,0.04,0.05,0.11,0.6,0.13,0.3,43.87,41.36,44.28,1.81,1.69,0.12,1.92,1.8
4.1,5.0,71.0,2.0,0.24,3.86,4.18,105.0,27.6,3.89,26.2,2.71,0.42,0.42,1047.0,135.0,44.49,23.39,24.13,7.99,9.98,0.1,0.31,0.16,0.1,0.02,26.61,40.96,24.66,7.77,0.2,0.26,0.33,0.46,0.28,0.49,0.49,0.06,0.03,0.0,16.72,54.43,21.33,7.52,0.14,0.24,0.3,0.38,0.24,0.41,0.49,34.0,23.33,6.78,0.56,3.33,51.89,35.11,7.67,2.78,2.0,0.0,2.0,22.13,46.09,26.78,5.01,0.14,0.24,0.29,0.38,0.24,3.56,81.0,92.89,0.4,3.2,0.99,1.06,0.33,0.09,0.03,0.06,0.07,0.38,0.09,0.26,22.87,26.79,28.09,1.03,1.15,-0.12,1.23,1.14
3.2,4.0,76.0,5.0,0.35,2.51,2.85,97.0,52.0,2.73,52.9,5.48,0.38,0.38,942.0,125.0,45.48,23.17,24.57,6.77,12.5,0.08,0.27,0.14,0.08,0.02,24.18,46.2,23.09,6.53,0.17,0.26,0.32,0.43,0.27,0.46,0.46,0.16,0.08,0.02,23.28,43.67,24.26,8.79,0.16,0.24,0.3,0.4,0.26,0.44,0.44,23.89,13.33,6.11,0.0,4.44,43.33,57.11,10.0,1.56,0.0,0.56,4.56,33.35,35.14,22.43,9.09,0.14,0.17,0.23,0.31,0.18,1.69,38.56,78.22,0.35,3.25,1.05,0.93,0.38,0.09,0.03,0.06,0.07,0.38,0.09,0.22,30.08,26.2,25.01,1.27,1.14,0.13,1.1,1.01
3.3,5.0,77.0,6.0,0.28,2.68,3.74,98.0,32.3,3.1,32.6,3.38,0.44,0.44,1043.0,145.0,46.71,21.8,24.15,7.34,10.51,0.07,0.23,0.18,0.06,0.01,18.53,49.82,23.39,7.96,0.12,0.22,0.28,0.35,0.22,0.4,0.4,0.15,0.09,0.01,24.73,42.38,25.3,7.58,0.18,0.25,0.33,0.43,0.28,0.47,0.47,26.0,14.67,7.33,1.33,2.67,44.0,33.33,9.33,0.33,1.67,0.0,1.33,20.52,39.29,33.47,6.72,0.18,0.26,0.32,0.44,0.29,1.96,44.33,78.67,0.48,5.1,1.46,1.73,0.56,0.14,0.04,0.1,0.11,0.57,0.14,0.39,40.32,41.81,41.81,1.68,1.77,-0.09,1.81,1.66
5.3,3.0,78.0,38.0,0.2,5.74,4.85,102.0,-7.4,4.72,-7.2,-0.75,0.48,0.48,1264.0,172.0,43.82,23.06,26.19,6.94,12.02,0.05,0.16,0.07,0.04,0.01,24.44,44.07,22.99,8.5,0.19,0.24,0.3,0.43,0.26,0.47,0.48,0.08,0.03,0.01,24.27,42.06,24.98,8.68,0.14,0.24,0.32,0.38,0.25,0.41,0.39,43.33,25.67,7.33,1.33,9.0,80.33,32.33,19.33,0.67,0.33,0.67,2.33,28.8,32.81,29.1,9.29,0.2,0.27,0.34,0.47,0.28,7.17,163.0,124.67,0.52,2.91,1.42,0.75,0.35,0.07,0.04,0.04,0.09,0.51,0.11,0.26,35.2,35.2,36.67,1.55,1.52,0.04,1.62,1.56
5.8,3.0,62.0,5.0,0.16,5.12,5.16,91.0,-0.4,6.38,0.0,0.0,0.53,0.53,1152.0,155.0,42.31,24.41,25.2,8.09,11.34,0.04,0.13,0.08,0.04,0.0,26.17,42.5,22.61,7.72,0.23,0.24,0.32,0.47,0.27,0.53,0.47,0.16,0.07,0.02,20.42,46.57,25.04,7.96,0.13,0.26,0.33,0.39,0.28,0.44,0.44,22.0,11.14,3.43,0.57,6.86,47.14,16.86,11.29,0.0,0.43,0.57,3.0,26.94,44.99,20.93,7.13,0.26,0.22,0.3,0.48,0.27,6.04,137.57,119.43,0.52,5.57,2.7,1.4,0.68,0.14,0.07,0.07,0.17,0.97,0.21,0.49,70.49,68.46,72.52,2.98,2.88,0.1,3.12,2.93
4.4,3.0,72.0,4.0,0.16,6.36,4.79,108.0,-17.0,4.89,-16.6,-1.72,0.51,0.51,1272.0,185.0,43.41,23.51,25.56,7.52,12.91,0.07,0.26,0.17,0.07,0.02,23.78,41.5,26.03,8.69,0.14,0.23,0.29,0.38,0.24,0.41,0.41,0.07,0.03,0.01,25.0,46.93,21.96,6.12,0.12,0.21,0.29,0.33,0.23,0.39,0.42,40.33,22.89,12.11,0.67,4.67,67.78,24.56,16.0,0.78,0.0,0.78,4.89,22.53,41.74,27.2,8.53,0.21,0.3,0.38,0.51,0.3,6.92,157.22,112.0,0.56,2.85,1.28,0.83,0.47,0.07,0.03,0.04,0.09,0.5,0.11,0.29,33.23,37.71,38.45,1.47,1.71,-0.24,1.69,1.58
4.3,3.0,75.0,15.0,0.16,5.1,5.2,107.0,1.8,5.01,2.2,0.23,0.49,0.49,1122.0,150.0,47.02,20.92,25.74,6.32,13.57,0.09,0.28,0.15,0.08,0.01,22.86,45.68,24.05,7.11,0.15,0.25,0.31,0.4,0.26,0.44,0.44,0.16,0.08,0.01,19.88,50.52,24.88,4.71,0.15,0.24,0.3,0.39,0.24,0.43,0.43,29.11,17.89,7.78,0.0,3.44,47.22,20.33,10.56,0.44,0.89,0.56,5.56,18.3,49.53,27.36,4.81,0.15,0.24,0.3,0.39,0.23,3.84,87.0,100.22,0.43,3.72,1.44,1.07,0.44,0.1,0.04,0.06,0.1,0.56,0.13,0.29,36.47,35.23,39.79,1.82,1.63,0.19,1.72,1.61
3.1,3.0,71.0,4.0,0.25,2.77,2.91,105.0,49.6,3.33,50.5,5.23,0.39,0.39,1085.0,162.0,43.16,25.0,24.63,7.2,14.12,0.09,0.28,0.16,0.09,0.02,27.03,39.82,24.97,8.17,0.18,0.24,0.32,0.43,0.26,0.48,0.48,0.16,0.1,0.01,25.11,40.71,27.73,6.45,0.19,0.26,0.33,0.45,0.27,0.48,0.48,28.56,20.44,2.33,0.0,5.78,48.22,44.0,5.56,0.22,0.0,0.0,4.11,20.68,46.94,25.45,6.93,0.13,0.2,0.23,0.33,0.2,2.33,53.22,79.33,0.35,2.62,0.71,0.96,0.23,0.07,0.02,0.05,0.06,0.3,0.08,0.2,16.64,18.98,20.28,0.75,0.83,-0.08,0.89,0.84
3.7,3.0,61.0,2.0,0.19,4.43,4.35,100.0,12.0,4.14,13.6,1.41,0.47,0.47,1072.0,156.0,43.45,24.21,23.55,8.8,10.87,0.03,0.09,0.07,0.02,0.01,22.67,46.86,21.66,7.82,0.13,0.21,0.27,0.34,0.23,0.4,0.43,0.18,0.06,0.01,21.82,49.84,23.14,5.2,0.14,0.22,0.28,0.37,0.24,0.4,0.4,44.78,28.33,12.89,0.0,3.56,68.33,47.67,23.33,0.0,1.89,0.0,6.22,20.39,53.42,18.95,7.25,0.12,0.23,0.31,0.35,0.24,3.22,73.11,89.22,0.41,3.37,1.25,1.08,0.48,0.09,0.03,0.06,0.1,0.53,0.12,0.29,40.29,39.09,40.69,1.76,1.68,0.08,1.75,1.59
4.4,6.0,59.0,0.0,0.28,3.13,4.76,100.0,33.7,3.56,32.7,3.39,0.45,0.45,1096.0,133.0,46.55,21.91,23.86,7.68,13.77,0.15,0.42,0.3,0.15,0.02,23.01,43.59,24.72,8.38,0.16,0.24,0.31,0.4,0.26,0.45,0.45,0.2,0.08,0.02,21.7,45.58,24.98,7.74,0.17,0.24,0.32,0.41,0.26,0.46,0.46,27.33,20.33,3.67,0.67,2.67,40.33,33.33,9.33,1.33,1.33,1.33,3.67,21.26,41.98,28.59,8.17,0.12,0.24,0.31,0.36,0.25,3.92,89.0,94.67,0.4,3.95,1.59,1.09,0.51,0.1,0.04,0.06,0.11,0.6,0.13,0.33,42.68,40.92,43.12,1.84,1.83,0.01,1.87,1.76
4.9,3.0,75.0,5.0,0.16,5.67,5.47,102.0,-6.2,5.08,-5.4,-0.56,0.5,0.5,1223.0,188.0,45.12,22.78,25.36,6.74,11.58,0.09,0.29,0.2,0.09,0.02,21.59,48.99,23.35,5.77,0.17,0.23,0.3,0.4,0.25,0.45,0.45,0.21,0.07,0.01,21.43,46.69,25.12,6.76,0.1,0.22,0.29,0.32,0.22,0.37,0.37,36.29,22.14,7.57,1.71,4.86,61.86,19.71,14.71,0.71,1.0,0.29,1.14,24.36,43.57,25.58,6.49,0.21,0.3,0.38,0.52,0.31,7.74,176.14,124.0,0.56,4.06,1.92,0.99,0.61,0.1,0.05,0.05,0.11,0.65,0.14,0.34,49.35,49.35,47.95,2.16,2.17,-0.01,2.07,1.95
4.2,3.0,75.0,4.0,0.17,5.99,4.0,96.0,-2.0,5.55,-1.4,-0.14,0.5,0.5,1071.0,114.0,46.38,21.0,25.64,6.98,12.38,0.09,0.28,0.17,0.08,0.01,21.65,46.37,24.31,7.36,0.16,0.24,0.32,0.41,0.26,0.46,0.46,0.18,0.08,0.01,29.62,35.79,23.03,11.56,0.16,0.22,0.29,0.38,0.25,0.42,0.42,10.25,6.5,2.75,0.0,1.0,16.0,6.25,4.5,1.0,0.25,1.0,1.0,12.03,56.19,21.41,10.38,0.16,0.29,0.38,0.45,0.3,5.54,125.75,105.75,0.49,4.49,1.54,1.46,0.54,0.12,0.04,0.08,0.12,0.64,0.15,0.38,45.0,46.0,49.0,1.9,1.96,-0.06,2.12,1.91
4.4,6.0,18.0,0.0,0.18,4.42,3.23,95.0,4.1,4.65,5.2,0.54,0.42,0.42,1148.0,126.0,45.29,21.27,26.06,7.39,14.58,0.08,0.25,0.18,0.08,0.01,22.51,47.33,23.88,5.99,0.16,0.22,0.29,0.37,0.24,0.44,0.44,0.07,0.03,0.01,19.25,50.65,23.82,6.29,0.09,0.21,0.27,0.3,0.21,0.34,0.4,7.78,5.78,1.56,0.0,0.44,10.67,13.11,3.22,1.67,0.0,0.56,2.0,22.18,46.0,22.08,9.73,0.05,0.15,0.23,0.2,0.17,2.98,67.56,90.56,0.24,2.89,1.39,0.72,0.3,0.07,0.04,0.04,0.09,0.49,0.11,0.25,36.28,34.21,36.63,1.5,1.4,0.1,1.59,1.49
4.9,5.0,68.0,2.0,0.08,6.58,12.41,101.0,-1.8,8.06,-1.8,-0.18,0.8,0.8,1124.0,156.0,41.62,25.3,24.42,8.66,10.38,0.09,0.28,0.16,0.08,0.02,26.21,38.73,26.14,8.92,0.18,0.25,0.32,0.43,0.27,0.47,0.47,0.19,0.09,0.02,23.51,42.81,26.09,7.6,0.18,0.25,0.31,0.43,0.26,0.47,0.47,12.0,5.5,3.5,1.0,2.0,23.5,2.5,3.0,0.0,0.0,0.0,0.0,21.21,37.12,31.06,10.6,0.4,0.39,0.45,0.79,0.39,6.92,157.5,113.0,0.81,4.57,2.16,1.15,0.69,0.12,0.06,0.06,0.13,0.73,0.15,0.41,53.9,56.08,57.71,2.33,2.52,-0.18,2.53,2.33
3.4,7.0,25.0,0.0,0.27,3.19,3.93,96.0,29.3,3.6,29.5,3.06,0.41,0.41,942.0,125.0,45.48,23.17,24.57,6.77,12.5,0.08,0.27,0.14,0.08,0.02,24.18,46.2,23.09,6.53,0.17,0.26,0.32,0.43,0.27,0.46,0.46,0.07,0.04,0.01,26.64,39.5,26.78,7.08,0.19,0.28,0.35,0.47,0.29,0.51,0.45,29.22,19.0,7.56,0.22,2.44,44.56,32.11,11.56,1.22,1.56,0.0,4.56,16.42,58.64,21.24,3.7,0.13,0.24,0.31,0.37,0.23,3.56,81.0,93.78,0.42,3.96,1.28,1.13,0.46,0.1,0.03,0.07,0.08,0.47,0.11,0.27,36.7,31.97,30.52,1.55,1.4,0.16,1.34,1.23
3.0,5.0,64.0,0.0,0.21,3.38,3.6,96.0,27.5,3.49,28.2,2.93,0.4,0.4,1043.0,145.0,46.71,21.8,24.15,7.34,10.51,0.04,0.13,0.08,0.04,0.01,21.93,46.19,23.62,7.25,0.17,0.23,0.29,0.4,0.24,0.45,0.4,0.16,0.08,0.02,22.27,44.72,26.22,6.79,0.15,0.24,0.32,0.39,0.26,0.43,0.43,32.33,20.67,7.0,0.0,4.67,53.33,33.33,6.67,0.0,2.67,1.33,4.0,22.32,50.87,24.52,2.28,0.13,0.24,0.26,0.37,0.23,2.68,61.0,85.33,0.38,3.97,1.14,1.35,0.44,0.11,0.03,0.08,0.09,0.45,0.11,0.3,31.41,32.57,32.57,1.31,1.38,-0.07,1.41,1.3
5.5,4.0,67.0,1.0,0.27,4.16,4.19,90.0,11.1,3.9,9.8,1.02,0.44,0.44,1152.0,155.0,42.31,24.41,25.2,8.09,11.34,0.04,0.13,0.08,0.04,0.0,26.17,42.5,22.61,7.72,0.23,0.24,0.32,0.47,0.27,0.53,0.47,0.18,0.06,0.02,17.99,52.38,22.84,6.79,0.09,0.23,0.29,0.32,0.25,0.36,0.36,23.2,11.5,6.9,0.7,4.1,43.8,43.8,17.6,0.7,1.4,0.7,1.7,26.62,31.14,28.45,13.78,0.16,0.2,0.29,0.36,0.24,3.69,83.8,99.9,0.42,3.81,1.85,0.95,0.46,0.1,0.05,0.05,0.12,0.66,0.14,0.33,48.19,46.8,49.58,2.04,1.97,0.07,2.14,2.01
4.2,3.0,74.0,49.0,0.25,3.65,4.21,105.0,34.1,3.8,27.5,2.85,0.45,0.45,1122.0,150.0,47.02,20.92,25.74,6.32,13.57,0.09,0.28,0.15,0.08,0.01,22.86,45.68,24.05,7.11,0.15,0.25,0.31,0.4,0.26,0.44,0.44,0.06,0.04,0.01,20.56,48.0,27.43,4.02,0.16,0.28,0.34,0.44,0.27,0.47,0.44,32.0,20.67,6.0,2.0,3.33,52.0,32.67,13.67,2.67,1.33,0.67,4.33,19.0,48.82,25.12,7.07,0.16,0.26,0.34,0.42,0.26,3.57,81.0,97.0,0.47,3.23,1.25,0.93,0.38,0.08,0.03,0.05,0.09,0.49,0.11,0.26,31.68,30.6,34.56,1.58,1.42,0.17,1.49,1.4
4.3,4.0,67.0,2.0,0.18,4.19,3.57,98.0,10.2,4.19,10.9,1.13,0.42,0.42,1072.0,156.0,43.45,24.21,23.55,8.8,10.87,0.08,0.27,0.17,0.08,0.02,24.83,44.1,22.78,7.99,0.16,0.22,0.3,0.39,0.26,0.44,0.44,0.16,0.08,0.02,21.98,48.63,22.36,7.04,0.17,0.23,0.29,0.4,0.25,0.43,0.43,16.56,10.22,4.0,0.44,1.89,27.11,16.78,2.78,0.89,0.0,0.56,3.11,17.84,49.63,26.01,6.53,0.14,0.22,0.25,0.35,0.2,2.8,63.56,89.78,0.37,3.84,1.43,1.23,0.55,0.1,0.04,0.06,0.11,0.6,0.14,0.33,45.9,44.54,46.35,2.0,1.91,0.1,2.0,1.81
4.0,4.0,60.0,2.0,0.26,2.5,2.13,96.0,51.5,2.6,52.6,5.45,0.32,0.32,1096.0,133.0,46.55,21.91,23.86,7.68,13.77,0.15,0.42,0.3,0.15,0.02,23.01,43.59,24.72,8.38,0.16,0.24,0.31,0.4,0.26,0.45,0.45,0.21,0.08,0.02,20.92,47.43,22.18,9.47,0.16,0.22,0.29,0.38,0.24,0.42,0.42,26.67,20.67,3.33,0.0,2.67,38.0,39.33,7.0,0.67,1.0,1.0,4.67,20.66,52.09,19.98,7.28,0.09,0.2,0.24,0.28,0.18,2.11,47.67,74.33,0.31,2.49,1.0,0.69,0.32,0.06,0.03,0.04,0.07,0.38,0.08,0.21,26.94,25.83,27.22,1.16,1.15,0.01,1.18,1.11
4.7,4.0,79.0,15.0,0.17,6.43,4.66,102.0,-18.8,5.2,-18.7,-1.94,0.48,0.48,1124.0,156.0,41.62,25.3,24.42,8.66,10.38,0.09,0.28,0.16,0.08,0.02,26.21,38.73,26.14,8.92,0.18,0.25,0.32,0.43,0.27,0.47,0.47,0.2,0.08,0.02,23.26,42.67,25.52,8.55,0.18,0.24,0.3,0.42,0.26,0.45,0.45,25.67,15.0,7.0,0.67,3.0,43.0,24.0,13.33,2.0,2.67,0.0,3.33,22.98,35.01,28.24,13.76,0.15,0.22,0.3,0.36,0.24,5.94,135.0,118.33,0.41,3.06,1.44,0.77,0.46,0.08,0.04,0.04,0.09,0.49,0.1,0.27,36.08,37.54,38.63,1.56,1.68,-0.12,1.69,1.56
3.4,4.0,88.0,56.0,0.18,3.58,3.54,98.0,31.8,3.75,32.1,3.32,0.42,0.42,942.0,125.0,45.48,23.17,24.57,6.77,12.5,0.03,0.11,0.06,0.03,0.01,21.9,48.02,22.66,7.43,0.15,0.25,0.31,0.4,0.26,0.43,0.46,0.07,0.05,0.02,26.76,39.78,26.99,6.46,0.19,0.28,0.34,0.47,0.29,0.5,0.47,55.0,33.0,15.0,0.0,7.0,91.0,43.0,18.0,0.0,3.0,0.0,6.0,17.02,57.45,19.68,5.85,0.16,0.24,0.29,0.4,0.25,3.74,85.0,101.0,0.44,3.38,1.09,0.96,0.39,0.09,0.03,0.06,0.07,0.4,0.09,0.23,31.31,27.28,26.04,1.32,1.19,0.13,1.14,1.05
3.4,5.0,60.0,0.0,0.3,2.42,2.18,97.0,16.6,3.01,14.5,1.5,0.4,0.4,1043.0,145.0,46.71,21.8,24.15,7.34,10.51,0.04,0.13,0.08,0.04,0.01,21.93,46.19,23.62,7.25,0.17,0.23,0.29,0.4,0.24,0.45,0.4,0.09,0.05,0.0,21.19,44.77,28.43,5.62,0.15,0.26,0.33,0.41,0.27,0.46,0.43,11.0,5.5,2.25,1.5,1.75,21.5,24.0,4.5,0.75,0.0,0.0,0.75,20.31,57.95,14.65,7.07,0.15,0.15,0.24,0.3,0.19,2.9,65.75,79.0,0.37,4.52,1.3,1.54,0.5,0.12,0.04,0.09,0.1,0.51,0.12,0.34,35.73,37.05,37.05,1.49,1.57,-0.08,1.61,1.47
4.1,3.0,82.0,70.0,0.24,5.45,5.37,107.0,-2.6,5.29,-2.3,-0.24,0.55,0.55,1272.0,185.0,43.41,23.51,25.56,7.52,12.91,0.1,0.33,0.14,0.1,0.02,24.35,43.68,25.57,6.39,0.21,0.27,0.34,0.48,0.28,0.51,0.51,0.07,0.03,0.01,21.03,48.52,24.34,6.12,0.13,0.23,0.3,0.36,0.23,0.41,0.41,30.89,15.11,5.89,0.22,9.67,66.22,46.78,8.89,1.22,0.0,0.22,4.11,29.34,38.62,23.7,8.34,0.26,0.23,0.28,0.48,0.25,3.58,81.67,92.0,0.51,2.86,1.28,0.83,0.47,0.07,0.03,0.04,0.09,0.5,0.11,0.29,33.33,37.82,38.57,1.47,1.71,-0.24,1.7,1.58
4.1,4.0,76.0,99.0,0.2,4.74,3.61,95.0,13.2,3.96,9.8,1.01,0.41,0.41,1039.0,149.0,44.55,21.57,25.5,8.37,12.5,0.08,0.27,0.17,0.08,0.02,24.83,44.1,22.78,7.99,0.16,0.22,0.3,0.39,0.26,0.44,0.44,0.22,0.07,0.01,21.13,49.05,20.83,9.0,0.13,0.23,0.3,0.36,0.25,0.4,0.4,28.0,19.33,5.0,1.0,2.67,43.0,28.0,13.33,1.0,2.0,1.33,4.0,19.59,42.38,25.75,12.3,0.12,0.22,0.29,0.34,0.24,5.02,114.0,100.33,0.39,3.64,1.6,0.86,0.41,0.09,0.04,0.05,0.09,0.52,0.11,0.29,32.77,35.03,35.78,1.44,1.56,-0.12,1.54,1.49
